ERROR 2017-01-11 22:20:42,665 1520402ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-11 22:58:56,695 3814431ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-11 22:59:40,706 3858442ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-11 23:00:42,543 3920279ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-11 23:05:11,250 4188986ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
DEBUG 2017-01-11 23:11:37,071  7730ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-12 00:09:54,350 3505010ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
DEBUG 2017-01-12 00:25:18,787  7410ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-12 00:26:18,031 66654ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
ERROR 2017-01-12 00:39:31,568 860191ms WidgetDataController   HeatMap            - An error occurred while executing the command definition. See the inner exception for details.
DEBUG 2017-01-12 02:03:59,511  7224ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-12 02:05:19,243 86956ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
DEBUG 2017-01-12 02:13:22,884  8316ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-12 02:14:30,319 75752ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
DEBUG 2017-01-12 03:07:11,384  7290ms Global                 Application_Start  - Site Starting Debug....
DEBUG 2017-01-12 03:14:11,616  2036ms Global                 Application_Start  - Site Starting Debug....
ERROR 2017-01-12 03:14:54,132 44552ms AlertController        MailProcessing     - Could not find a part of the path 'D:\latest\Fmcc\Template\mailstructure.html'.
ERROR 2017-01-12 03:15:50,507 100926ms DashboardController    GetDashboard       - An error occurred while executing the command definition. See the inner exception for details.
DEBUG 2017-01-12 03:18:15,949  7255ms Global                 Application_Start  - Site Starting Debug....
DEBUG 2017-01-12 03:22:19,482  4564ms Global                 Application_Start  - Site Starting Debug....
DEBUG 2017-01-12 03:56:26,954  5120ms Global                 Application_Start  - Site Starting Debug....
DEBUG 2017-01-12 13:45:00,977 15130ms Global                 Application_Start  - Site Starting Debug....
